na_item,time,values,geo
Waste management,2006-01-01,0.2,Germania
Waste management,2006-01-01,0.1,Danemarca
Waste management,2006-01-01,0.3,Estonia
Waste management,2006-01-01,0.6,Grecia
Waste management,2006-01-01,0.5,Spania
Waste management,2006-01-01,0.3,Media UE
Waste management,2006-01-01,0.1,Finlanda
Waste management,2006-01-01,0.4,Franta
Waste management,2006-01-01,0.1,Croatia
Waste management,2006-01-01,0.2,Ungaria
Waste management,2006-01-01,0,Irlanda
Waste management,2006-01-01,0.4,Islanda
Waste management,2006-01-01,0.3,Italia
Waste management,2006-01-01,0.2,Lituania
Waste management,2006-01-01,0.2,Luxemburg
Waste management,2006-01-01,0.1,Letonia
Waste management,2006-01-01,0.9,Malta
Waste management,2006-01-01,0.6,Olanda
Waste management,2006-01-01,0.1,Norvegia
Waste management,2006-01-01,0.1,Polonia
Waste management,2006-01-01,0.2,Portugalia
Waste management,2006-01-01,0.2,Romania
Waste management,2006-01-01,0.2,Suedia
Waste management,2006-01-01,0.2,Slovenia
Waste management,2006-01-01,0.5,Slovacia
Waste water management,2006-01-01,0.2,Austria
Waste water management,2006-01-01,0.1,Belgia
Waste water management,2006-01-01,NA,Bulgaria
Waste water management,2006-01-01,0.3,Elvetia
Waste water management,2006-01-01,0,Cipru
Waste water management,2006-01-01,0.4,Cehia
Waste water management,2006-01-01,0.2,Germania
Waste water management,2006-01-01,0,Danemarca
Waste water management,2006-01-01,0.2,Estonia
Waste water management,2006-01-01,0.1,Grecia
Waste water management,2006-01-01,0.1,Spania
Waste water management,2006-01-01,0.2,Media UE
Waste water management,2006-01-01,0,Finlanda
Waste water management,2006-01-01,0.2,Franta
Waste water management,2006-01-01,0.1,Croatia
Waste water management,2006-01-01,0.4,Ungaria
Waste water management,2006-01-01,0.6,Irlanda
Waste water management,2006-01-01,0,Islanda
Waste water management,2006-01-01,0,Italia
Waste water management,2006-01-01,0.3,Lituania
Waste water management,2006-01-01,0.3,Luxemburg
Waste water management,2006-01-01,0.2,Letonia
Waste water management,2006-01-01,0.4,Malta
Waste water management,2006-01-01,0.5,Olanda
Waste water management,2006-01-01,0.2,Norvegia
Waste water management,2006-01-01,0.3,Polonia
Waste water management,2006-01-01,0.1,Portugalia
Waste water management,2006-01-01,0.1,Romania
Waste water management,2006-01-01,0.2,Suedia
Waste water management,2006-01-01,0.3,Slovenia
Waste water management,2006-01-01,0.1,Slovacia
Pollution abatement,2006-01-01,0.2,Austria
Pollution abatement,2006-01-01,0.1,Belgia
Pollution abatement,2006-01-01,NA,Bulgaria
Pollution abatement,2006-01-01,0,Elvetia
Pollution abatement,2006-01-01,0,Cipru
Pollution abatement,2006-01-01,0,Cehia
Pollution abatement,2006-01-01,0.1,Germania
Pollution abatement,2006-01-01,0.1,Danemarca
Pollution abatement,2006-01-01,0.1,Estonia
Pollution abatement,2006-01-01,0,Grecia
Pollution abatement,2006-01-01,0.1,Spania
Pollution abatement,2006-01-01,0.1,Media UE
Pollution abatement,2006-01-01,0.1,Finlanda
Pollution abatement,2006-01-01,0.1,Franta
Pollution abatement,2006-01-01,0,Croatia
Pollution abatement,2006-01-01,0,Ungaria
Pollution abatement,2006-01-01,0.1,Irlanda
Pollution abatement,2006-01-01,0,Islanda
Pollution abatement,2006-01-01,0.1,Italia
Pollution abatement,2006-01-01,0,Lituania
Pollution abatement,2006-01-01,0.1,Luxemburg
Pollution abatement,2006-01-01,0.2,Letonia
Pollution abatement,2006-01-01,0,Malta
Pollution abatement,2006-01-01,0.3,Olanda
Pollution abatement,2006-01-01,0,Norvegia
Pollution abatement,2006-01-01,0,Polonia
Pollution abatement,2006-01-01,0,Portugalia
Pollution abatement,2006-01-01,0.1,Romania
Pollution abatement,2006-01-01,0,Suedia
Pollution abatement,2006-01-01,0,Slovenia
Pollution abatement,2006-01-01,0,Slovacia
Protection of biodiversity and landscape,2006-01-01,0,Austria
Protection of biodiversity and landscape,2006-01-01,0,Belgia
Protection of biodiversity and landscape,2006-01-01,NA,Bulgaria
Protection of biodiversity and landscape,2006-01-01,0,Elvetia
Protection of biodiversity and landscape,2006-01-01,0,Cipru
Protection of biodiversity and landscape,2006-01-01,0.2,Cehia
Protection of biodiversity and landscape,2006-01-01,0,Germania
Protection of biodiversity and landscape,2006-01-01,0.1,Danemarca
Protection of biodiversity and landscape,2006-01-01,0.3,Estonia
Protection of biodiversity and landscape,2006-01-01,0,Grecia
Protection of biodiversity and landscape,2006-01-01,0.2,Spania
Protection of biodiversity and landscape,2006-01-01,0.1,Media UE
Protection of biodiversity and landscape,2006-01-01,0,Finlanda
Protection of biodiversity and landscape,2006-01-01,0.1,Franta
Protection of biodiversity and landscape,2006-01-01,0.1,Croatia
Protection of biodiversity and landscape,2006-01-01,0,Ungaria
Protection of biodiversity and landscape,2006-01-01,0.2,Irlanda
Protection of biodiversity and landscape,2006-01-01,0.1,Islanda
Protection of biodiversity and landscape,2006-01-01,0.2,Italia
Protection of biodiversity and landscape,2006-01-01,0.1,Lituania
Protection of biodiversity and landscape,2006-01-01,0.1,Luxemburg
Protection of biodiversity and landscape,2006-01-01,0.1,Letonia
Protection of biodiversity and landscape,2006-01-01,0.2,Malta
Protection of biodiversity and landscape,2006-01-01,0.1,Olanda
Protection of biodiversity and landscape,2006-01-01,0,Norvegia
Protection of biodiversity and landscape,2006-01-01,0,Polonia
Protection of biodiversity and landscape,2006-01-01,0.1,Portugalia
Protection of biodiversity and landscape,2006-01-01,0,Romania
Protection of biodiversity and landscape,2006-01-01,0,Suedia
Protection of biodiversity and landscape,2006-01-01,0.2,Slovenia
Protection of biodiversity and landscape,2006-01-01,0.1,Slovacia
R&D Environmental protection,2006-01-01,0,Austria
R&D Environmental protection,2006-01-01,0,Belgia
R&D Environmental protection,2006-01-01,NA,Bulgaria
R&D Environmental protection,2006-01-01,0,Elvetia
R&D Environmental protection,2006-01-01,0,Cipru
R&D Environmental protection,2006-01-01,0,Cehia
R&D Environmental protection,2006-01-01,0,Germania
R&D Environmental protection,2006-01-01,0.1,Danemarca
R&D Environmental protection,2006-01-01,0,Estonia
R&D Environmental protection,2006-01-01,0,Grecia
R&D Environmental protection,2006-01-01,0,Spania
R&D Environmental protection,2006-01-01,0,Media UE
R&D Environmental protection,2006-01-01,0,Finlanda
R&D Environmental protection,2006-01-01,0,Franta
R&D Environmental protection,2006-01-01,0,Croatia
R&D Environmental protection,2006-01-01,0,Ungaria
R&D Environmental protection,2006-01-01,0,Irlanda
R&D Environmental protection,2006-01-01,0,Islanda
R&D Environmental protection,2006-01-01,0.1,Italia
R&D Environmental protection,2006-01-01,0,Lituania
R&D Environmental protection,2006-01-01,0,Luxemburg
R&D Environmental protection,2006-01-01,0,Letonia
R&D Environmental protection,2006-01-01,0,Malta
R&D Environmental protection,2006-01-01,0,Olanda
R&D Environmental protection,2006-01-01,0,Norvegia
R&D Environmental protection,2006-01-01,0,Polonia
R&D Environmental protection,2006-01-01,0,Portugalia
R&D Environmental protection,2006-01-01,0,Romania
R&D Environmental protection,2006-01-01,0,Suedia
R&D Environmental protection,2006-01-01,0,Slovenia
R&D Environmental protection,2006-01-01,0,Slovacia
Environmental protection n.e.c.,2006-01-01,0.1,Austria
Environmental protection n.e.c.,2006-01-01,0.1,Belgia
Environmental protection n.e.c.,2006-01-01,0.5,Bulgaria
Environmental protection n.e.c.,2006-01-01,0,Elvetia
Environmental protection n.e.c.,2006-01-01,0,Cipru
Environmental protection n.e.c.,2006-01-01,0.1,Cehia
Environmental protection n.e.c.,2006-01-01,0,Germania
Environmental protection n.e.c.,2006-01-01,0.2,Danemarca
Environmental protection n.e.c.,2006-01-01,0,Estonia
Environmental protection n.e.c.,2006-01-01,0,Grecia
Environmental protection n.e.c.,2006-01-01,0.1,Spania
Environmental protection n.e.c.,2006-01-01,0.1,Media UE
Environmental protection n.e.c.,2006-01-01,0.1,Finlanda
Environmental protection n.e.c.,2006-01-01,0.1,Franta
Environmental protection n.e.c.,2006-01-01,0.2,Croatia
Environmental protection n.e.c.,2006-01-01,0,Ungaria
Environmental protection n.e.c.,2006-01-01,0,Irlanda
Environmental protection n.e.c.,2006-01-01,0.1,Islanda
Environmental protection n.e.c.,2006-01-01,0,Italia
Environmental protection n.e.c.,2006-01-01,0.1,Lituania
Environmental protection n.e.c.,2006-01-01,0,Luxemburg
Environmental protection n.e.c.,2006-01-01,0.1,Letonia
Environmental protection n.e.c.,2006-01-01,0,Malta
Environmental protection n.e.c.,2006-01-01,0,Olanda
Environmental protection n.e.c.,2006-01-01,0.1,Norvegia
Environmental protection n.e.c.,2006-01-01,0.1,Polonia
Environmental protection n.e.c.,2006-01-01,0.1,Portugalia
Environmental protection n.e.c.,2006-01-01,0,Romania
Environmental protection n.e.c.,2006-01-01,0.1,Suedia
Environmental protection n.e.c.,2006-01-01,0.1,Slovenia
Environmental protection n.e.c.,2006-01-01,0.3,Slovacia
Housing and community amenities,2006-01-01,0.4,Austria
Housing and community amenities,2006-01-01,0.4,Belgia
Housing and community amenities,2006-01-01,0.6,Bulgaria
Housing and community amenities,2006-01-01,0.1,Elvetia
Housing and community amenities,2006-01-01,2.1,Cipru
Housing and community amenities,2006-01-01,1.2,Cehia
Housing and community amenities,2006-01-01,0.9,Germania
Housing and community amenities,2006-01-01,0.2,Danemarca
Housing and community amenities,2006-01-01,0,Estonia
Housing and community amenities,2006-01-01,0.2,Grecia
Housing and community amenities,2006-01-01,0.8,Spania
Housing and community amenities,2006-01-01,0.8,Media UE
Housing and community amenities,2006-01-01,0.3,Finlanda
Housing and community amenities,2006-01-01,1.1,Franta
Housing and community amenities,2006-01-01,1.9,Croatia
Housing and community amenities,2006-01-01,1,Ungaria
Housing and community amenities,2006-01-01,1.3,Irlanda
Housing and community amenities,2006-01-01,0.7,Islanda
Housing and community amenities,2006-01-01,0.6,Italia
Housing and community amenities,2006-01-01,0.3,Lituania
Housing and community amenities,2006-01-01,0.6,Luxemburg
Housing and community amenities,2006-01-01,1.4,Letonia
Housing and community amenities,2006-01-01,0.7,Malta
Housing and community amenities,2006-01-01,0.5,Olanda
Housing and community amenities,2006-01-01,0.6,Norvegia
Housing and community amenities,2006-01-01,1,Polonia
Housing and community amenities,2006-01-01,0.7,Portugalia
Housing and community amenities,2006-01-01,1.5,Romania
Housing and community amenities,2006-01-01,0.5,Suedia
Housing and community amenities,2006-01-01,0.6,Slovenia
Housing and community amenities,2006-01-01,0.7,Slovacia
Housing development,2006-01-01,0.2,Austria
Housing development,2006-01-01,0.1,Belgia
Housing development,2006-01-01,0.1,Bulgaria
Housing development,2006-01-01,0,Elvetia
Housing development,2006-01-01,0.2,Cipru
Housing development,2006-01-01,0.6,Cehia
Housing development,2006-01-01,0.5,Germania
Housing development,2006-01-01,0.2,Danemarca
Housing development,2006-01-01,0,Estonia
Housing development,2006-01-01,0,Grecia
Housing development,2006-01-01,0.2,Spania
Housing development,2006-01-01,0.3,Media UE
Housing development,2006-01-01,-0.1,Finlanda
Housing development,2006-01-01,0.2,Franta
Housing development,2006-01-01,0.1,Croatia
Housing development,2006-01-01,0.2,Ungaria
Housing development,2006-01-01,0.8,Irlanda
Housing development,2006-01-01,0.1,Islanda
Housing development,2006-01-01,0.1,Italia
Housing development,2006-01-01,0,Lituania
Housing development,2006-01-01,0.3,Luxemburg
Housing development,2006-01-01,0.4,Letonia
Housing development,2006-01-01,0.2,Malta
Housing development,2006-01-01,0.2,Olanda
Housing development,2006-01-01,0.2,Norvegia
Housing development,2006-01-01,0.5,Polonia
Housing development,2006-01-01,0.2,Portugalia
Housing development,2006-01-01,0.3,Romania
Housing development,2006-01-01,0.2,Suedia
Housing development,2006-01-01,0.1,Slovenia
Housing development,2006-01-01,0.3,Slovacia
Community development,2006-01-01,0,Austria
Community development,2006-01-01,0.1,Belgia
Community development,2006-01-01,0.1,Bulgaria
Community development,2006-01-01,0.1,Elvetia
Community development,2006-01-01,1.1,Cipru
Community development,2006-01-01,0.2,Cehia
Community development,2006-01-01,0.2,Germania
Community development,2006-01-01,0,Danemarca
Community development,2006-01-01,0.1,Estonia
Community development,2006-01-01,0,Grecia
Community development,2006-01-01,0.4,Spania
Community development,2006-01-01,0.3,Media UE
Community development,2006-01-01,0.2,Finlanda
Community development,2006-01-01,0.7,Franta
Community development,2006-01-01,0.4,Croatia
Community development,2006-01-01,0,Ungaria
Community development,2006-01-01,0.2,Irlanda
Community development,2006-01-01,0.5,Islanda
Community development,2006-01-01,0.3,Italia
Community development,2006-01-01,0.2,Lituania
Community development,2006-01-01,0.2,Luxemburg
Community development,2006-01-01,0.4,Letonia
Community development,2006-01-01,0.2,Malta
Community development,2006-01-01,0.2,Olanda
Community development,2006-01-01,0.1,Norvegia
Community development,2006-01-01,0.1,Polonia
Community development,2006-01-01,0.2,Portugalia
Community development,2006-01-01,0.2,Romania
Community development,2006-01-01,0.2,Suedia
Community development,2006-01-01,0.1,Slovenia
Community development,2006-01-01,0.2,Slovacia
Water supply,2006-01-01,0,Austria
Water supply,2006-01-01,0.1,Belgia
Water supply,2006-01-01,0.1,Bulgaria
Water supply,2006-01-01,0.1,Elvetia
Water supply,2006-01-01,0.7,Cipru
Water supply,2006-01-01,0.1,Cehia
Water supply,2006-01-01,0,Germania
Water supply,2006-01-01,0,Danemarca
Water supply,2006-01-01,0.1,Estonia
Water supply,2006-01-01,0.1,Grecia
Water supply,2006-01-01,0.1,Spania
Water supply,2006-01-01,0.1,Media UE
Water supply,2006-01-01,0,Finlanda
Water supply,2006-01-01,0.1,Franta
Water supply,2006-01-01,0.7,Croatia
Water supply,2006-01-01,0,Ungaria
Water supply,2006-01-01,0.3,Irlanda
Water supply,2006-01-01,0,Islanda
Water supply,2006-01-01,0.2,Italia
Water supply,2006-01-01,0,Lituania
Water supply,2006-01-01,0.1,Luxemburg
Water supply,2006-01-01,0.2,Letonia
Water supply,2006-01-01,0.3,Malta
Water supply,2006-01-01,0,Olanda
Water supply,2006-01-01,0.2,Norvegia
Water supply,2006-01-01,0.2,Polonia
Water supply,2006-01-01,0.2,Portugalia
Water supply,2006-01-01,0.2,Romania
Water supply,2006-01-01,0.1,Suedia
Water supply,2006-01-01,0.2,Slovenia
Water supply,2006-01-01,0,Slovacia
Street lighting,2006-01-01,0.1,Austria
Street lighting,2006-01-01,0.1,Belgia
Street lighting,2006-01-01,0.1,Bulgaria
Street lighting,2006-01-01,0,Elvetia
Street lighting,2006-01-01,0,Cipru
Street lighting,2006-01-01,0.1,Cehia
Street lighting,2006-01-01,0,Germania
Street lighting,2006-01-01,0,Danemarca
Street lighting,2006-01-01,0.1,Estonia
Street lighting,2006-01-01,0,Grecia
Street lighting,2006-01-01,0.1,Spania
Street lighting,2006-01-01,0.1,Media UE
Street lighting,2006-01-01,0,Finlanda
Street lighting,2006-01-01,0.1,Franta
Street lighting,2006-01-01,0.2,Croatia
Street lighting,2006-01-01,0.1,Ungaria
Street lighting,2006-01-01,0,Irlanda
Street lighting,2006-01-01,0,Islanda
Street lighting,2006-01-01,0.1,Italia
Street lighting,2006-01-01,0.1,Lituania
Street lighting,2006-01-01,0,Luxemburg
Street lighting,2006-01-01,0.2,Letonia
Street lighting,2006-01-01,0.1,Malta
Street lighting,2006-01-01,0,Olanda
Street lighting,2006-01-01,0,Norvegia
Street lighting,2006-01-01,0.2,Polonia
Street lighting,2006-01-01,0.1,Portugalia
Street lighting,2006-01-01,0.1,Romania
Street lighting,2006-01-01,0,Suedia
Street lighting,2006-01-01,0.1,Slovenia
Street lighting,2006-01-01,0.1,Slovacia
R&D Housing and community amenities,2006-01-01,0,Austria
R&D Housing and community amenities,2006-01-01,0,Belgia
R&D Housing and community amenities,2006-01-01,NA,Bulgaria
R&D Housing and community amenities,2006-01-01,0,Elvetia
R&D Housing and community amenities,2006-01-01,0,Cipru
R&D Housing and community amenities,2006-01-01,0,Cehia
R&D Housing and community amenities,2006-01-01,0,Germania
R&D Housing and community amenities,2006-01-01,0,Danemarca
R&D Housing and community amenities,2006-01-01,0,Estonia
R&D Housing and community amenities,2006-01-01,0,Grecia
R&D Housing and community amenities,2006-01-01,0,Spania
R&D Housing and community amenities,2006-01-01,0,Media UE
R&D Housing and community amenities,2006-01-01,0,Finlanda
R&D Housing and community amenities,2006-01-01,0,Franta
R&D Housing and community amenities,2006-01-01,0,Croatia
R&D Housing and community amenities,2006-01-01,0,Ungaria
R&D Housing and community amenities,2006-01-01,0,Irlanda
R&D Housing and community amenities,2006-01-01,0,Islanda
R&D Housing and community amenities,2006-01-01,0,Italia
R&D Housing and community amenities,2006-01-01,NA,Lituania
R&D Housing and community amenities,2006-01-01,0,Luxemburg
R&D Housing and community amenities,2006-01-01,0,Letonia
R&D Housing and community amenities,2006-01-01,0,Malta
R&D Housing and community amenities,2006-01-01,0,Olanda
R&D Housing and community amenities,2006-01-01,0,Norvegia
R&D Housing and community amenities,2006-01-01,0,Polonia
R&D Housing and community amenities,2006-01-01,0,Portugalia
R&D Housing and community amenities,2006-01-01,0,Romania
R&D Housing and community amenities,2006-01-01,0,Suedia
R&D Housing and community amenities,2006-01-01,0,Slovenia
R&D Housing and community amenities,2006-01-01,0,Slovacia
Housing and community amenities n.e.c.,2006-01-01,0,Austria
Housing and community amenities n.e.c.,2006-01-01,0,Belgia
Housing and community amenities n.e.c.,2006-01-01,0.2,Bulgaria
Housing and community amenities n.e.c.,2006-01-01,0,Elvetia
Housing and community amenities n.e.c.,2006-01-01,0.1,Cipru
Housing and community amenities n.e.c.,2006-01-01,0.2,Cehia
Housing and community amenities n.e.c.,2006-01-01,0.1,Germania
Housing and community amenities n.e.c.,2006-01-01,0,Danemarca
Housing and community amenities n.e.c.,2006-01-01,-0.3,Estonia
Housing and community amenities n.e.c.,2006-01-01,0.1,Grecia
Housing and community amenities n.e.c.,2006-01-01,0,Spania
Housing and community amenities n.e.c.,2006-01-01,0,Media UE
Housing and community amenities n.e.c.,2006-01-01,0.1,Finlanda
Housing and community amenities n.e.c.,2006-01-01,0,Franta
Housing and community amenities n.e.c.,2006-01-01,0.4,Croatia
Housing and community amenities n.e.c.,2006-01-01,0.7,Ungaria
Housing and community amenities n.e.c.,2006-01-01,0,Irlanda
Housing and community amenities n.e.c.,2006-01-01,0,Islanda
Housing and community amenities n.e.c.,2006-01-01,0,Italia
Housing and community amenities n.e.c.,2006-01-01,0,Lituania
Housing and community amenities n.e.c.,2006-01-01,0,Luxemburg
Housing and community amenities n.e.c.,2006-01-01,0.1,Letonia
Housing and community amenities n.e.c.,2006-01-01,0,Malta
Housing and community amenities n.e.c.,2006-01-01,0,Olanda
Housing and community amenities n.e.c.,2006-01-01,0,Norvegia
Housing and community amenities n.e.c.,2006-01-01,0.1,Polonia
Housing and community amenities n.e.c.,2006-01-01,0,Portugalia
Housing and community amenities n.e.c.,2006-01-01,0.6,Romania
Housing and community amenities n.e.c.,2006-01-01,0,Suedia
Housing and community amenities n.e.c.,2006-01-01,0.1,Slovenia
Housing and community amenities n.e.c.,2006-01-01,0.1,Slovacia
Health,2006-01-01,7.3,Austria
Health,2006-01-01,6.7,Belgia
Health,2006-01-01,3.8,Bulgaria
Health,2006-01-01,1.7,Elvetia
Health,2006-01-01,2.8,Cipru
Health,2006-01-01,6.9,Cehia
Health,2006-01-01,6.4,Germania
Health,2006-01-01,7.3,Danemarca
Health,2006-01-01,4.3,Estonia
Health,2006-01-01,5.9,Grecia
Health,2006-01-01,5.7,Spania
Health,2006-01-01,6.6,Media UE
Health,2006-01-01,6.7,Finlanda
Health,2006-01-01,7.6,Franta
Health,2006-01-01,6.3,Croatia
Health,2006-01-01,5.7,Ungaria
Health,2006-01-01,5.9,Irlanda
Health,2006-01-01,7.6,Islanda
Health,2006-01-01,6.9,Italia
Health,2006-01-01,4.6,Lituania
Health,2006-01-01,4.9,Luxemburg
Health,2006-01-01,4.2,Letonia
Health,2006-01-01,6,Malta
Health,2006-01-01,6.6,Olanda
Health,2006-01-01,6.9,Norvegia
Health,2006-01-01,4.6,Polonia
Health,2006-01-01,7.1,Portugalia
Health,2006-01-01,3.3,Romania
Health,2006-01-01,6.4,Suedia
Health,2006-01-01,6.3,Slovenia
Health,2006-01-01,6.6,Slovacia
"Medical products, appliances and equipment",2006-01-01,1.1,Austria
"Medical products, appliances and equipment",2006-01-01,0.8,Belgia
"Medical products, appliances and equipment",2006-01-01,0.5,Bulgaria
"Medical products, appliances and equipment",2006-01-01,0,Elvetia
"Medical products, appliances and equipment",2006-01-01,0.6,Cipru
"Medical products, appliances and equipment",2006-01-01,1.1,Cehia
"Medical products, appliances and equipment",2006-01-01,1.5,Germania
"Medical products, appliances and equipment",2006-01-01,0.7,Danemarca
"Medical products, appliances and equipment",2006-01-01,0.5,Estonia
"Medical products, appliances and equipment",2006-01-01,1.8,Grecia
"Medical products, appliances and equipment",2006-01-01,1.2,Spania
"Medical products, appliances and equipment",2006-01-01,1.2,Media UE
"Medical products, appliances and equipment",2006-01-01,0.6,Finlanda
"Medical products, appliances and equipment",2006-01-01,1.2,Franta
"Medical products, appliances and equipment",2006-01-01,1.1,Croatia
"Medical products, appliances and equipment",2006-01-01,1.7,Ungaria
"Medical products, appliances and equipment",2006-01-01,0.4,Irlanda
"Medical products, appliances and equipment",2006-01-01,0.7,Islanda
"Medical products, appliances and equipment",2006-01-01,1.1,Italia
"Medical products, appliances and equipment",2006-01-01,0.8,Lituania
"Medical products, appliances and equipment",2006-01-01,1.6,Luxemburg
"Medical products, appliances and equipment",2006-01-01,0.3,Letonia
"Medical products, appliances and equipment",2006-01-01,1.1,Malta
"Medical products, appliances and equipment",2006-01-01,1.1,Olanda
"Medical products, appliances and equipment",2006-01-01,0.6,Norvegia
"Medical products, appliances and equipment",2006-01-01,0.1,Polonia
"Medical products, appliances and equipment",2006-01-01,0.7,Portugalia
"Medical products, appliances and equipment",2006-01-01,0.8,Romania
"Medical products, appliances and equipment",2006-01-01,0.8,Suedia
"Medical products, appliances and equipment",2006-01-01,1.1,Slovenia
"Medical products, appliances and equipment",2006-01-01,1.6,Slovacia
Outpatient services,2006-01-01,1.4,Austria
Outpatient services,2006-01-01,2.2,Belgia
Outpatient services,2006-01-01,0.8,Bulgaria
Outpatient services,2006-01-01,0.1,Elvetia
Outpatient services,2006-01-01,0.1,Cipru
Outpatient services,2006-01-01,1.3,Cehia
Outpatient services,2006-01-01,1.8,Germania
Outpatient services,2006-01-01,1,Danemarca
Outpatient services,2006-01-01,0.4,Estonia
Outpatient services,2006-01-01,0.3,Grecia
Outpatient services,2006-01-01,2,Spania
Outpatient services,2006-01-01,2.1,Media UE
Outpatient services,2006-01-01,2.7,Finlanda
Outpatient services,2006-01-01,2.7,Franta
Outpatient services,2006-01-01,1.3,Croatia
Outpatient services,2006-01-01,1.4,Ungaria
Outpatient services,2006-01-01,3.1,Irlanda
Outpatient services,2006-01-01,1.5,Islanda
Outpatient services,2006-01-01,2.3,Italia
Outpatient services,2006-01-01,1.3,Lituania
Outpatient services,2006-01-01,0.9,Luxemburg
Outpatient services,2006-01-01,1,Letonia
Outpatient services,2006-01-01,0.6,Malta
Outpatient services,2006-01-01,1.9,Olanda
Outpatient services,2006-01-01,1.5,Norvegia
Outpatient services,2006-01-01,1.5,Polonia
Outpatient services,2006-01-01,2.4,Portugalia
Outpatient services,2006-01-01,0.1,Romania
Outpatient services,2006-01-01,2.7,Suedia
Outpatient services,2006-01-01,1.7,Slovenia
Outpatient services,2006-01-01,1.8,Slovacia
Hospital services,2006-01-01,4,Austria
Hospital services,2006-01-01,3.4,Belgia
Hospital services,2006-01-01,2.2,Bulgaria
Hospital services,2006-01-01,1.4,Elvetia
Hospital services,2006-01-01,2.1,Cipru
Hospital services,2006-01-01,3,Cehia
Hospital services,2006-01-01,2.6,Germania
Hospital services,2006-01-01,5.3,Danemarca
Hospital services,2006-01-01,3.2,Estonia
Hospital services,2006-01-01,3.8,Grecia
Hospital services,2006-01-01,2.2,Spania
Hospital services,2006-01-01,2.9,Media UE
Hospital services,2006-01-01,2.9,Finlanda
Hospital services,2006-01-01,3.3,Franta
Hospital services,2006-01-01,3.2,Croatia
Hospital services,2006-01-01,2,Ungaria
Hospital services,2006-01-01,2.2,Irlanda
Hospital services,2006-01-01,5.2,Islanda
Hospital services,2006-01-01,3.1,Italia
Hospital services,2006-01-01,2.1,Lituania
Hospital services,2006-01-01,2.3,Luxemburg
Hospital services,2006-01-01,2.5,Letonia
Hospital services,2006-01-01,4.1,Malta
Hospital services,2006-01-01,3.1,Olanda
Hospital services,2006-01-01,4.3,Norvegia
Hospital services,2006-01-01,2.8,Polonia
Hospital services,2006-01-01,3.7,Portugalia
Hospital services,2006-01-01,1.9,Romania
Hospital services,2006-01-01,2.5,Suedia
Hospital services,2006-01-01,2.8,Slovenia
Hospital services,2006-01-01,3,Slovacia
Public health services,2006-01-01,0.2,Austria
Public health services,2006-01-01,0.2,Belgia
Public health services,2006-01-01,0.1,Bulgaria
Public health services,2006-01-01,0.1,Elvetia
Public health services,2006-01-01,0,Cipru
Public health services,2006-01-01,1.3,Cehia
Public health services,2006-01-01,0,Germania
Public health services,2006-01-01,0.1,Danemarca
Public health services,2006-01-01,0,Estonia
Public health services,2006-01-01,0,Grecia
Public health services,2006-01-01,0.1,Spania
Public health services,2006-01-01,0.1,Media UE
Public health services,2006-01-01,0,Finlanda
Public health services,2006-01-01,0.1,Franta
Public health services,2006-01-01,0.2,Croatia
Public health services,2006-01-01,0.2,Ungaria
Public health services,2006-01-01,0.2,Irlanda
Public health services,2006-01-01,0,Islanda
Public health services,2006-01-01,0.3,Italia
Public health services,2006-01-01,0.1,Lituania
Public health services,2006-01-01,0,Luxemburg
Public health services,2006-01-01,0.1,Letonia
Public health services,2006-01-01,0.1,Malta
Public health services,2006-01-01,0.2,Olanda
Public health services,2006-01-01,0.2,Norvegia
Public health services,2006-01-01,0.1,Polonia
Public health services,2006-01-01,0,Portugalia
Public health services,2006-01-01,0.1,Romania
Public health services,2006-01-01,0.1,Suedia
Public health services,2006-01-01,0.4,Slovenia
Public health services,2006-01-01,0,Slovacia
R&D Health,2006-01-01,0.4,Austria
R&D Health,2006-01-01,0,Belgia
R&D Health,2006-01-01,NA,Bulgaria
R&D Health,2006-01-01,0,Elvetia
R&D Health,2006-01-01,0,Cipru
R&D Health,2006-01-01,0,Cehia
R&D Health,2006-01-01,0.1,Germania
R&D Health,2006-01-01,0.2,Danemarca
R&D Health,2006-01-01,0.2,Estonia
R&D Health,2006-01-01,0,Grecia
R&D Health,2006-01-01,0.2,Spania
R&D Health,2006-01-01,0.1,Media UE
R&D Health,2006-01-01,0.2,Finlanda
R&D Health,2006-01-01,0.1,Franta
R&D Health,2006-01-01,0,Croatia
R&D Health,2006-01-01,0,Ungaria
R&D Health,2006-01-01,0,Irlanda
R&D Health,2006-01-01,0,Islanda
R&D Health,2006-01-01,0.1,Italia
R&D Health,2006-01-01,0,Lituania
R&D Health,2006-01-01,0.1,Luxemburg
R&D Health,2006-01-01,0,Letonia
R&D Health,2006-01-01,0,Malta
R&D Health,2006-01-01,0.3,Olanda
R&D Health,2006-01-01,0.3,Norvegia
R&D Health,2006-01-01,0.1,Polonia
R&D Health,2006-01-01,0.1,Portugalia
R&D Health,2006-01-01,0,Romania
R&D Health,2006-01-01,0.2,Suedia
R&D Health,2006-01-01,0.1,Slovenia
R&D Health,2006-01-01,0,Slovacia
Health n.e.c.,2006-01-01,0.3,Austria
Health n.e.c.,2006-01-01,0.1,Belgia
Health n.e.c.,2006-01-01,0.2,Bulgaria
Health n.e.c.,2006-01-01,0.1,Elvetia
Health n.e.c.,2006-01-01,0,Cipru
Health n.e.c.,2006-01-01,0.2,Cehia
Health n.e.c.,2006-01-01,0.4,Germania
Health n.e.c.,2006-01-01,0.1,Danemarca
